EDCS-ID	publication	province	place	dating from	dating to	status	inscription	Links	Latitude	Longitude	TM Place	language	photo
EDCS-27000349	CIL 03, 00470 = CIG 03481 = IGRRP-04, 01193 = TAM-05-02, 00869 = RRMAM-02-01, 00688 = RRMAM-03-05, 00136a	Asia	Akhisar / Thyatira	75	75	Augusti/Augustae; tituli operum; viri	Imp(erator) Caesar Vespasianus / Aug(ustus) pontif(ex) max(imus) trib(unicia) pot(estate) VI / imp(erator) XIII co(n)s(ul) VI design(atus) VII / censor vias faciendas / curavit //	http://db.edcs.eu/epigr/partner.php?s_language=en&param=B3406;CO0071013 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0071013	39.0858356	30.7055831		GR	
EDCS-13303440	SEG-47, 01612	Asia	Aydin / Tralles				Imp(erator) Caesar Vespasianus / Aug(ustus) ponti(fex) maximus / trib(unicia) pot(estate) VI imp(erator) XIII p(ater) p(atriae) cons(ul) / VI designatus VII censor vias / faciendas curavit		37.8413007	27.8328374			
EDCS-28500254	CIL 03, 07203 = IGRRP-04, 01486 = IK-24-01, 00823 = RRMAM-02-01, 00479 = RRMAM-03-05, 00014a	Asia	Bayrakli / Smyrna	75	75	Augusti/Augustae; miliaria; tituli operum; viri	"Imp(erator) Caesar Vespasianus Aug(ustus) / pontif(ex) max(imus) trib(unicia) potes(tate) VI / imp(erator) XIII p(ater) p(atriae) co(n)s(ul) VI desig(natus) VII / censor vias reficien/das curavit // 
material: lapis"		38.4784538	27.1426529		GR	
EDCS-28500255	CIL 03, 07204 = IK-24-01, 00824 = RRMAM-02-01, 00480 = RRMAM-03-05, 00014b	Asia	Bayrakli / Smyrna	75	75	Augusti/Augustae; miliaria; tituli operum; viri	"[Imp(erator) Caesar Vespasianus Aug(ustus)] / [pontif(ex) max(imus) trib(unicia) potes(tate) VI] / [imp(erator) XIII p(ater) p(atriae) co(n)s(ul) VI desig(natus) VII] / [censor vias reficie]n/[das curavit] // 
material: lapis"		38.4784538	27.1426529		GR	
EDCS-70200357	IGRRP-04, 00267 = RRMAM-02-01, 00483 = RRMAM-03-05, 00017a	Asia	Kazikbaglari / Elaea	75	75	Augusti/Augustae; miliaria; tituli operum; viri	"Imp(erator) [Caesar Vespasianus] / [Aug(ustus) pontif(ex) m(aximus) trib(unicia) pot(estate)] / [VI imp(erator) XIII p(ater) p(atriae) co(n)s(ul) VI des(ignatus) VII] / ce[nsor vias faciendas] / [curavit] // 
material: lapis"		38.9432088	27.0434938		GR	
EDCS-10700080	RRMAM-03-05, 00037 = AE 1997, 01427	Asia	Umurlu	75	75	Augusti/Augustae; miliaria; tituli operum; viri	"Imp(erator) Caesar Vespasianus / Aug(ustus) pontif(ex) maximus / trib(unicia) pot(estate) VI imp(erator) XIII p(ater) p(atriae) cons(ul) / VI designatus VII censor vias / faciendas curavit
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD051488 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD051488	37.8495565	27.960147			
EDCS-09000811	CIL 02-07, 00763 = HEp 1989, 00270 = AE 1986, 00349	Baetica	El Guijo / Solia	101	200	mulieres; tituli sepulcrales; viri	] / [3]us / [pius in] suis / [3]via / [3] con/[iugi s]uo f(aciendum) / [c(uravit)] h(ic) s(itus) / [e(st)]	http://db.edcs.eu/epigr/partner.php?s_language=en&param=A4363;HD006565 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD006565	38.495977	-4.7831015			http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=7/CILII7,0763,1;pp
EDCS-05200469	Vindolanda 00343 (p 3, 159) = AE 1990, 00671 = AE 1991, 01164	Britannia	Chesterholm / Vindolanda	104	120	litterae erasae; milites; nomen singulare; viri	"Octavius Candido fratri suo / salutem / a Marino nervi pondo centum / explicabo e quo tu de hac / re scripseras ne mentionem / mihi fecit aliquotiens tibi / scripseram spicas me emisse / prope m(odios) quinque milia prop/ter quod |(denarii) mihi necessari sunt / nisi mittis me aliquit |(denariorum) // minime quingentos futurum / est ut quod arre dedi perdam / |(denarios) circa trecentos et erubes/cam ita rogo quam primum aliquit / |(denariorum) mi mitte coria qu(a)e scribis / esse Cataractonio scribe / dentur mi et karrum(!) de quo / scribis et quit(!) sit cum eo karro(!) / mi scribe iam illec cepissem / nis{s}i iumenta non curavi vex{s}are / dum viae mal(a)e sunt vide cum Tertio / de d(enariis) VIII s(emis) quos a Fatale accepit / non illos mi accepto tulit // scito mae explesse [[exple]] coria / CLXX et bracis excussi habeo / m(odios) CXI fac |(denarios) mi mittas ut possi/m spicam habere in excusso/rio iam autem si quit habui / perexcussi contuber/nalis Fronti amici hic fuerat / desiderabat coria ei ad/signarem et ita |(denarios) datur/{ur}us erat dixi ei coria in/tra K(alendas) Martias daturum Idibus // Ianuariis constituerat se ventur/um nec intervenit nec curavit / accipere cum haberet coria si / pecuniam daret dabam ei Fronti/nium Iulium audio magno lice/re pro coriatione quem hic / comparavit |(denarios) quinos / saluta Spectatum Ian[ua]/rium Firmum / epistulas a Gleucone accepi / vale // Vindol(andae)
material: lignum"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=RTabVindol343;CO0020769;HD017610 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD017610 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0020769	54.9907264	-2.3614793			http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp
EDCS-11400317	CIL 10, 00231 = Braito-2016a, p 304	Bruttium et Lucania / Regio III	Grumento Nova / Grumentum	51	150	liberti/libertae; mulieres; nomen singulare; seviri Augustales; tituli sepulcrales; tria nomina; viri	"P(ublio) Titio Viatori / Aug(ustali) Herc(ulaneo) / Crescens lib(ertus) f(aciendum) c(uravit) / sibi et Alliae Castae cont(ubernali) / b(ene) m(erenti)
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=cil10_p30	40.282810	15.888773			
EDCS-68800073	IstMitt-2015-294 = AE 2015, 01656 = EpRom 2015_48_001	Cilicia	Demircibelen	80	80	Augusti/Augustae; miliaria; ordo senatorius; sacerdotes pagani; tituli operum; tituli sacri; tria nomina; viri	"[Imp(erator)] T(itus) [Caes(ar) di]vi Vespasiani / [fil(ius) Aug(ustus)] trib(unicia) / [pot(estate) IX imp(erator)] XV p(ater) p(atriae) censor / [co(n)s(ul) VIII vias fac]iendas / [curavit] / [per Petroniu]m Umbrinum VIIvir[um] / [epulonum] leg(atum) pro pr(aetore) // 
material: lapis"	http://db.edcs.eu/epigr/partner.php?s_language=en&param=er_1161				GR	http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$IstMitt-2015-294.jpg
